微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
K8rv8qhtH,【#赵立坚回应中方操纵世卫溯源报告#：哪部分是中国帮助撰写的？】3月29日，外交部例行记者会，有记者提问：美国官员上周日曾表示对世卫组织溯源报告存在关切，美国国务卿布林肯在CNN的采访中说，他们对于报告的透明度表达关心，认为“中国政府帮助撰写了这份报告”，中方对此有何评论？对此，发言人赵立坚表示，中方绝不接受美方在疫情问题上的无端指责和肆意抹黑。我们多次说过，中方最早向世界卫生组织报告疫情，第一时间发布新冠病毒基因序列等关键信息，第一时间公布诊疗方案和防控方案。2019年12月27日，武汉地方有关部门首次接到可疑病例报告，2020年1月3日，中方就开始定期向美方通报疫情信息和防控举措。“此后中方持续向美方通报，双方保持密切沟通，这一点美方心知肚明。”赵立坚指出，在溯源研究方面，中国-世卫组织溯源研究联合专家组在联合研究期间共同参访了包括武汉病毒研究所在内的9家单位，并与医务人员、科研人员、康复患者、牺牲医务人员家属、普通百姓等进行了座谈。这些都是应专家组国际专家要求作出的安排。中方还逐条展示了特别需要关注的原始数据，世卫组织国际专家对联合研究工作给予积极评价，表示中方开放程度始料未及。溯源报告起草工作一直在双方专家间进行，通过科学方式反复研究，形成结论。“我不禁要问，在疫情和溯源问题上，美方什么时候也像中方一样开放和透明？什么时候邀请世卫组织专家赴美国开展溯源考察？什么时候开放德特里克堡给国际专家参观、调查或研究？”赵立坚说，美方连续对外喊话，是不是意在向专家组成员施加政治压力？“请美方去问问，世卫各位专家报告的哪一部分内容是中国政府帮助撰写的？难道中国政府为溯源研究提供便利，这也成了幕后操纵吗？”http://t.cn/A6cz9gYi ,,无,无,无,2021-03-29 16:32,微博视频号,19617,939,1032
K8rme6C51,【#赵立坚驳斥所谓鼓动民众抵制外货#：还用得着“鼓动”和“引导”吗？】3月29日，外交部例行记者会，有记者提问：针对中国民众自发抵制拒用新疆棉花的外国品牌，美国务院发言人称，这是由中国政府主导的，对此表示谴责。美白宫新闻秘书称，中国利用外企对本国市场的依赖，压制言论自由。请问中方对此有何评论？“我注意到了有关的消息，”发言人赵立坚在回应相关问题时表示，美国一些人不仅把新疆棉花污名化，严重损害新疆棉花种植业甚至中国整体经济利益，还企图将中国政府与民意割裂对立，其心何其毒也。“我们不止一次说过，新疆棉花生产不存在所谓‘强迫劳动’。采棉收入高，新疆采棉工都是在平等自愿、协商一致基础上，与棉花种植户签订劳务合同，根本不需要搞什么强迫。”另据新疆农业部门数据显示，2020年新疆棉花机械采摘率已达70%。赵立坚进一步表示，据我了解，种植户能够通过手机APP、足不出户订购机器采摘服务，可以说，采棉已经进入“互联网+”时代了。这个时候，一小撮国家和个人还在编造所谓“强迫劳动”的故事，难道是说强迫机器劳动吗？“我还注意到，瑞士良好棉花发展协会（BCI）上海代表处日前发表声明说，中国区项目团队从2012年开始对新疆项目点所执行的历年可信度审核和验证，从未发现一例‘强迫劳动’。我们不禁要问，既然该协会没有发现‘强迫劳动’，那么‘强迫劳动’的结论是从哪来的？请你们拿出确凿证据来。”此外，赵立坚表示，有些人还指责“中国政府煽动民族主义情绪，鼓动民众抵制外国商品”。赵立坚随后说道，有关外国企业仅仅依据谎言就拒用新疆棉花，这是一个活生生的反面教材，当然会引发中国民众的反感与愤怒。“这还用得着政府去‘鼓动’和‘引导’吗？”赵立坚反问。赵立坚说，美方还污蔑中国搞“幕后操纵”，这让我想起上周我的同事在记者会给大家播放的视频，前美国国务卿鲍威尔的办公室主任、前陆军上校劳伦斯·威尔克森2018年8月在罗恩·保罗学院的讲话，这充分说明美西方在涉疆问题上有惊天大阴谋，他们妄图搅乱新疆，进而遏制中国发展。他们对新疆棉花的抹黑，是阴谋的一部分。回到新疆棉花的话题，赵立坚强调，做生意要讲究尊重，一面赚着中国消费者的钱，一面对中国抹黑攻击、损害中国利益。用一句俗话说，“吃着中国的饭，还砸着中国的锅”，天下哪有这样的美事？赵立坚最后表示，中国市场始终是开放的，我们欢迎外国企业来华投资兴业，始终为各国企业在华投资创造良好环境。我们也希望有关企业在华经营合法合规，不要沦为某些政治势力的工具，更不要挑战中国民意。http://t.cn/A6czNtNF ,,无,无,无,2021-03-29 16:10,微博视频号,112288,3473,4283
K8riq1S4d,【调查：#六成大学生会因工作太简单辞职#】近日，中青校媒面向全国5868名大学生发起问卷调查，调查发现：①#超半数大学生求职向往新一线城市#，占调查人数的52.57%；②大学生择业时对新兴职业抱有较高热情；③对于辞职原因，工资太低排在首位，占受访总人数的81.42%；其次是工作内容过于简单，缺乏价值感，占受访总人数的61.19%。http://t.cn/A6czAHc9 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/0033ImPzly1gp0u1b6ecgj60b40gtwl602.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gp0u1b5jpij60b40bz78b02.jpg",无,无,2021-03-29 16:00,微博 weibo.com,63391,1344,2942
K8r3oDf9g,【最新！9图了解#新冠疫苗接种技术指南#】今天，国家卫健委发布新冠疫苗接种技术指南。目前，我国已有5个生产企业的新冠病毒疫苗批准附条件上市或紧急使用。分别是哪5个企业生产的？#新冠疫苗能与其他疫苗同时接种吗#？有备孕计划的女性能不能接种？既往新冠肺炎病毒感染者能不能接种？更多知识↓↓  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/0033ImPzly1gp0sxllrtij60m80t5n3002.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gp0sxnr9z5j60m80t5ten02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gp0sxp9s8bj60m80m8gps02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gp0sxri0mwj60m80m8n1o02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gp0sxt7a5vj60m80m8tci02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gp0sxuqk7hj60m80m8wih02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gp0sxw7odjj60m80rfn3502.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gp0sxxlzenj60m80m80x402.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gp0sxz2cw2j60m80m8jw202.jpg",无,无,2021-03-29 15:23,微博 weibo.com,9593,3381,1338
K8quOyXNm,【国家卫健委发布#新冠疫苗接种技术指南#】①60岁以上人群，建议接种；②#既往新冠感染者可在半年后接种1剂疫苗#；③#暂不推荐18岁以下人群接种新冠疫苗#；④其他疫苗与新冠疫苗接种间隔应大于14天；⑤女性不必仅因接种疫苗而延迟怀孕计划；⑥哺乳期女性接种后建议继续母乳喂养。http://t.cn/A6cziDnH  [组图共4张] 原图 ,,"http://ww2.sinaimg.cn/large/0033ImPzly1gp0qi1p3uwj60un0u0trh02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gp0qi1hh7hj615c0jstd602.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gp0qi195i5j60wj0u0h6k02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gp0qi1bep4j60u00xl4pg02.jpg",无,无,2021-03-29 13:58,微博 weibo.com,86234,3564,6181
K8qg4zk9y,【与你有关！#社保6大新变化有了时间表#】①退休人员养老金涨多少？4月底前揭晓；②#个人养老金制度9月底前亮相#；③#医疗费跨省直接结算2022年底前全覆盖#；④放开就业地参保户籍限制9月底前推出；⑤居民医保人均补助增30元，5月底前出政策；⑥新业态职业伤害怎么保障？6月底前明确……详戳↓↓ http://t.cn/A6czJch9 ,,无,无,无,2021-03-29 13:22,微博 weibo.com,5801,1412,678
K8q8s9kP9,【#小伙用AI帮人复活亲人老照片#：逝去的亲人会笑，家属看哭了】安徽小伙朱林是一名老照片“复活”师，专门帮人制作动态老照片。经过AI修复，老照片不仅变得清晰，人还能眨眼、微笑、摆头。朱林说，客户中有年轻人想见6岁就失去的父亲。再见亲人，不少人感动得泪流不止。#小伙帮500人复活亲人老照片#http://t.cn/A6cz5S0x ,,无,无,无,2021-03-29 13:03,微博视频号,7599,701,567
K8pDboI24,【#航拍苏伊士运河369艘船大塞船画面#】苏伊士运河管理局主席当地时间28日称，目前在苏伊士运河中等待通航的船只已达369艘，其中有25艘油轮。苏伊士运河管理局已提出三套救助方案，均在同步推进。航拍记录船只在运河中等待通行的震撼一幕，#50秒详解苏伊士运河大塞船救助方案#↓↓海客新闻的秒拍视频  ,,无,无,无,2021-03-29 11:46,微博视频号,13194,1097,839
K8pvzwPV0,【#新疆官员喊话HM擦亮眼睛#：中国早已不是1840年的中国】新疆维吾尔自治区人民政府新闻发言人徐贵相29日表示，企业不应把经济行为政治化。中国早已不是1840年的中国，中国人民遭受西方列强霸权、霸凌的时代一去不复返了。#新疆官员称中国人民是不好惹的#。制裁的大棒挥向新疆企业的时候，也会砸向自己。“作为一个国际性企业，应该看到这一点。我们希望更多类似H&M的企业，要擦亮眼睛，明辨是非。”（新华视点） 原图 ,,http://wx4.sinaimg.cn/large/0033ImPzly1gp0m5qdydfj60sg0lcjte02.jpg,无,无,2021-03-29 11:27,微博 weibo.com,28704,741,1066
K8pjnEEUn,【#新疆教培中心女学员打脸西方性侵报道#：整天胡说八道不觉得羞耻吗？】近日西方有媒体称新疆所谓“再教育营”存在针对妇女的性侵。一位已从教培中心毕业的女学员愤怒驳斥：根本没有！你们整天胡说八道，不觉得羞耻吗？良心不会痛吗？你们的丑恶言行，必将受到惩罚！CGTN记者团的微博视频  ,,无,无,无,2021-03-29 10:57,微博视频号,7964,697,698
K8oUczCk9,【珍贵画面！#大熊猫打架也这么可爱#】28日，大熊猫国家公园管理局发布一段野生熊猫聚群争夺交配权的珍贵视频。视频中，两只野生大熊猫为争夺配偶，激烈打斗。3月以来，三官庙管护站巡护人员已目击4场熊猫“比武招亲”。网友：#国宝找对象竞争都这么激烈#，我单身岂不是情有可原（央视）  http://t.cn/A6cz4DbY ,,无,无,无,2021-03-29 09:55,微博视频号,3761,625,625
K8oRo9QX1,【#31省区市本土零新增#：#31省区市新增确诊15例均为境外输入#】3月28日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例15例，均为境外输入病例（广东8例，内蒙古3例，四川2例，上海1例，湖南1例）；无新增死亡病例；无新增疑似病例。当日新增治愈出院病例10例，解除医学观察的密切接触者226人，重症病例与前一日持平。境外输入现有确诊病例169例（其中重症病例1例），现有疑似病例2例。累计确诊病例5277例，累计治愈出院病例5108例，无死亡病例。截至3月28日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例172例（其中重症病例1例），累计治愈出院病例85374例，累计死亡病例4636例，累计报告确诊病例90182例，现有疑似病例2例。累计追踪到密切接触者988501人，尚在医学观察的密切接触者4574人。31个省（自治区、直辖市）和新疆生产建设兵团报告新增无症状感染者18例（均为境外输入）；当日转为确诊病例4例（均为境外输入）；当日解除医学观察8例（均为境外输入）；尚在医学观察无症状感染者273例（均为境外输入）。累计收到港澳台地区通报确诊病例12516例。其中，香港特别行政区11446例（出院11056例，死亡205例），澳门特别行政区48例（出院48例），台湾地区1022例（出院979例，死亡10例）。 [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/0033ImPzly1gp0jr2dlgyj60j60wb47602.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gp0jr2h1jej60u01ekwrn02.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gp0jr2jyj2j60u01ek16u02.jpg",无,无,2021-03-29 09:48,微博 weibo.com,1022,159,130
K8oDkrCJE,【收藏！#小长假赏花图鉴#，每一帧都是屏保】本周将迎来清明小长假，你的假期计划安排好了吗？近日，各地山花烂漫，正是锦绣中华：西藏林芝桃花、贵州百里杜鹃花、高校校园的李花、北京居庸关的烂漫山花…#多地清明小长假迎来赏花季#，90秒速览↓↓收藏最美春光，向美好出发。  人民日报的微博视频  ,,无,无,无,2021-03-29 09:14,微博视频号,4564,1393,886
K8or2sIzS,【人民日报刊文：#所谓中国灭绝种族是违反国际法的弥天大谎#】2021年1月，美国前国务卿蓬佩奥在下台前最后一天上演反华“末日疯狂”，悍然污蔑中国在新疆搞所谓“灭绝种族”。少数西方政客、媒体和所谓专家随即跟进炒作，毫无底线地助长这一弥天大谎。灭绝种族罪是国际法规定的最为严重、危害最大的国际罪行。认定灭绝种族罪有极为严苛的法律、证据和程序标准，一经认定，将会产生严重政治和法律后果。蓬佩奥之流罔顾事实和法律给中国扣“灭绝种族”的帽子，是极为恶毒的政治挑衅，是对国际法的严重玷污，也是对历史上灭绝种族罪受害者的公然亵渎。#BCI总部对华强硬内幕#http://t.cn/A6cz2BVD ,,无,无,无,2021-03-29 08:43,微博 weibo.com,3976,540,466
K8o6O5X6H,【戴好口罩！#多地将有扬沙浮尘天气#】中央气象台29日6时继续发布沙尘暴蓝色预警：预计29日8时至30日8时，内蒙古东南部、天津、河北中南部、山西南部、河南、山东、苏皖北部、新疆南疆盆地和东部、甘肃北部、宁夏、陕西中部等地有扬沙或浮尘天气，其中，新疆东部局地有沙尘暴。注意防护！  原图 ,,http://wx3.sinaimg.cn/large/0033ImPzly1gp0fy3sl8yj60go0e5q3t02.jpg,无,无,2021-03-29 07:53,微博 weibo.com,2088,498,416
K8nX94SPS,【#新疆棉花是怎样被抹黑的#】无视真相、扭曲报道、漠视回应、策划阴谋…#9图复盘新疆棉花被抹黑始末#↓↓“美方导演的这出戏，该收场了！”  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/0033ImPzly1gp0f9sjt7cj60p018n19r02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gp0f9soacyj60p01b87l702.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gp0f9so0qsj60p01ke1az02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gp0f9smjl0j60p00zgn9n02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gp0f9skzjij60p00tlk1d02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gp0f9spp82j60p00tln6u02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gp0f9srql4j60p00tlakt02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gp0f9su44nj60p011vh1o02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gp0f9sxfnij60p00tl7fo02.jpg",无,无,2021-03-29 07:30,微博 weibo.com,12997,3514,863
K8nK349Ou,【人生皆是风景，愿你学会珍惜】人这一生，注定在不断的求与得之间成长。学着为所求之物奋斗，更要学着珍惜所得。懂珍惜的人，不会浪费生命的每一分每一秒；会珍惜的人，感恩生命的每一次机遇、每一份善意。珍惜当下的，知足拥有的，生活才能多点圆满少些遗憾。早安。  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/0033ImPzly1gp0ecsg4g8j60m80m8gqx02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gp0ecsgb82j60m80m8te502.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gp0ecsg8e9j60m80m8gr402.jpg,http://ww1.sinaimg.cn/large/0033ImPzly1gp0ecsgehmj60m80m8gqt02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gp0ecseh2mj60m80m8jwr02.jpg,http://ww2.sinaimg.cn/large/0033ImPzly1gp0ecse97ej60m80m8wju02.jpg,http://ww4.sinaimg.cn/large/0033ImPzly1gp0ecsigsoj60m80m843y02.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gp0ecslq2lj60m80m80y502.jpg,http://ww3.sinaimg.cn/large/0033ImPzly1gp0ecskz4bj60m80m879j02.jpg",无,无,2021-03-29 06:57,微博 weibo.com,6433,3440,1475
